clinic,rating,review,evidence_quote,primary_label,secondary_labels,patient_stage,automation_tier,product_surface,root_cause,severity,commercial_relevance
The Regenerative Clinic,1,"Unmet 48 hour test result promise.52 hours wait time, despite fact that laboratory reported results 8 hours after taking test. Unnecessary stress for me and my husband to make us wait 52 hours and get results of Day 2 test only after I …",Unmet 48 hour test result promise.,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,If I could leave a zero star review I would. I booked the same-day Covid-19 test and I did my test at 11.55AM. I was told at the testing site that my results would come out by midnight or 6 AM at the latest. I purposely paid EXTRA for same …,I purposely paid EXTRA for same day results.,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Two terrible experiences with them in the last week.  Firstly, they failed to send the day 2 booking reference test (surely this …",they failed to send the day 2 booking reference test,results_delivery,appointment_management,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,Late with results and therefore not useful to anyone needing testing to travel or before planning to see vulnerable people etc. I was up early on the day of my train to call the clinic to try and chase my …,I was up early on the day of my train to call the clinic to try and chase my …,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Absolutely atrocious, first test posted in and lost by the lab, mixed me up with another person with the same name, compromising patient confidentiality. After lost test, went in to one of their clinics, 48 hours later no results, 30 …",mixed me up with another person with the same name,admin_records,results_delivery,post_treatment,workflow_solvable,booking_ops_layer,data errors,5,5
The Regenerative Clinic,1,"Absolutely pathetic. Ordered a same day PCR test, went into the Kingston clinic where the lady swabbed one side of my nose.  I was told I would receive the results by midnight latest guaranteed. By 6pm, I called to ask about my results and …",I was told I would receive the results by midnight latest guaranteed.,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"I am rating due to the experience my partner is currently having for ""same day results guaranteed"" fit to fly covid test. He was meant to fly on Saturday 07 August. He paid a premium for same day …",same day results guaranteed,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,Absolute shcoking ordeal with these guys.  The first time I used them they sent me my PCR results 1hour before boarding the …,sent me my PCR results 1hour before boarding,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"On 11Sept 21, booked Day 2 & 8 RTPCR test for son flying to Manchester Day 2 was on 20 September no delivery of the kits. No response to multiple mail. Call center no's are so busy that we need to wait for 10-15 minutes.. agent on call have no update on delivery of kits. No online tracking available",no delivery of the kits,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Don't go!!! Paid £99 each for my mother and mother in law for a same day results PCR test. Took the test yesterday, on 4th December, and was supposed to get the results by midnight. We didn't received any result yet. It is now 11am on Dec 5 and I still haven't received my results. We tried to contac",didn't received any result yet,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"i have never ever in my life ever dealt with a private clinic like this before. This business is the equivalent of mcdonalds without any satisfaction.  The telephone staff have zero people skills and come across as disinterested, and forget you have just paid £300 for a test. I was emailed saying i",test was inconclusive,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,Absolute trash of a customer service. I booked the same day pcr and have yet to receive the results 25 hours later. I called the customer service 4 times and my calls was DECLINED the last 2 times. Both times I had waited for more than 30 …,yet to receive the results,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Very disappointed! ""Brighton Day 2 PCR Next Day Results"" means that 72 hrs later and we're still stuck at home, self isolating because we have not received the results via e-mail. Yes, we've checked the ""spam"" folder. The websites advertises results within 48 hrs, clearly that's not the case. I am g",still no test results,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,Absolutely atrocious. We were guaranteed our PCR test results for “fit to fly” 36 hours out. Nothing. When we called to get an update on our status we are out on a queue with over 100 callers. When we make it to 3rd in line the call …,guaranteed our PCR test results,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,HORRIBLE SERVICE. I got day2 PCR test with overnight result and paid £119 as i needed the result quicker than other tests. The result didn't come by the time they promised (6am) and when i called them( waited half an hour in the early …,result didn't come by the time,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Total scam, a shame!! We passed 4 pcr tests with results the same day! The first 2 results arrived the next day, the third at. Outs of 2 days and mine … never arrived! Today I paid for a test without ever receiving my result! I had to …",never arrived,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"To obtain PCR test results, I chose to pay more for what appeared to be a reputable company guaranteeing the test result within 48 hours of posting, with prepaid priority envelopes. Exactly what I needed.I followed their delivery …",never receiving my result,results_delivery,financial_transparency,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"I have serious concerns about a Fit to Fly PCR test I took at the Regenerative Clinic, including errors, failure in internal checking processes and potential impact this could have had on my ability to go abroad. …","errors, failure in internal checking processes",results_delivery,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no internal checking,5,5
The Regenerative Clinic,1,"They're a SCAM network until proven otherwise. They've taken my money, lost my sample, ignored my emails, then delayed my results by 6 days. 45 days and £40 over my usual phone bill, I'm still waiting for a refund. It's concerning that they can keep going...","lost my sample, ignored my emails",results_delivery,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no internal checking,5,5
The Regenerative Clinic,1,"Wife was sent multiple negative result certificates that were apparently invalid just to get a positive certificate afterwards. No proactive communication, just 12 emails with 10 negative and 2 positive results and we had to call in to …",sent multiple negative result certificates,results_delivery,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no internal checking,5,5
The Regenerative Clinic,1,DO NOT USE- I booked a same day results PCR test & didn’t receive  my results on the same day so missed my event I required the PCR test for & caused a great deal of stressed. I had to call & email many times & even though they didn’t return my test results in the correct time period I didn’t even r,didn’t receive my results on the same day,results_delivery,financial_transparency,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,Terrible experience! We were a party of 3 and we all paid to get the results same day because we had a flight to catch and they didn’t send one of the results at all!!! I kept calling and they kept saying we’ll see what we can do and we’ll …,they didn’t send one of the results at all,results_delivery,complaint_handling,treatment,workflow_solvable,patient_pathway_coordinator,no response SLA,5,5
The Regenerative Clinic,1,"I booked a COVID-19 Day 2 test there. It is mentioned on their website that the results will be ready within 48 hours. A week passed after sending my samples, and I haven’t received the results yet. My emails were simply ignored, and after waiting 35 minutes on hold, they just said to wait more beca",A week passed after sending my samples,results_delivery,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,"Sorry I have to give one star, as this company is even not deserving it. I booked same day result test Monday, Dec 13 in Kingston Bentall branch, until now the evening of Dec 15th, there is no result sent to me without any explanation, on …","until now the evening of Dec 15th, there is no result",results_delivery,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,I took my 2 DAY PCR - SAME DAY RESULT past 4th of Dec and I’m still waiting. 48 hours later I have no notice of my results. The phone queue is 70 min deleay and anybody answer by email. I feel cheated after paid a high amount of money.,48 hours later I have no notice of my results,results_delivery,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,5,5
The Regenerative Clinic,1,I do not recommend this clinic for test PCR. They said I was positive and published my results at NHS site without my permission. I made a second 'free' PCR test the same day with NHS which I didn't knew before my arrival at UK and my results were negative!! They literally ruined my entire vacations,They said I was positive and published my results at NHS site,results_delivery,admin_records,post_treatment,workflow_solvable,patient_pathway_coordinator,incorrect test results shared,5,5
The Regenerative Clinic,1,"BEWARE - FALSE CLAIM: Website explicitly claims to provide the correct PCR test to fly to Hong Kong with Cathay Pacific (ISO 15189), which is the exact destination and carrier we were using. Despite their claim, this was not the case and we …",Website explicitly claims to provide the correct PCR test,pre_visit_information,financial_transparency,pre_visit,workflow_solvable,financial_consent_flow,misinformation,5,5
The Regenerative Clinic,2,"Got scammed £150 for a test not done. After an accidental double booking the clinic refused to refund one of the bookings even when we explained the situation in person, before the appointment time. No respect for customers, never going …",refused to refund one of the bookings,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,no refund policy enforcement,5,5
London Diagnostic Centre,1,Appalling Experience – Utterly Unacceptable  My experience at The London Diagnostic Centre on 10th March at 7 PM was nothing …,Appalling Experience – Utterly Unacceptable,complaint_handling,,complaint,human_assisted,complaint_triage_monitor,no ownership,5,5
The Evewell - Harley Street,1,Sadly had a bad experience with this clinic. The consultant we saw was very nice and understanding but apart from that this clinic for me was such a let down! The unnecessary delays for simple things like blood tests took weeks. We had to chase the clinic for several results. We were lied to about t,We had to chase the clinic for several results,results_delivery,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,1,"If i could give The Evewell a 0 star i would. Three different telephone/video appointments were made (and confirmed in writing) and on all occasions the calls had not been correctly scheduled and the clinic failed to call. To top it off, due to this lack of competency, the clinic promised a refund -",Three different telephone/video appointments were made,appointment_management,financial_transparency,booking,workflow_solvable,booking_ops_layer,booking errors,4,5
The Evewell - Harley Street,1,"Evewell was a good clinic about 2 years ago, it's now absolutely shocking.  I had a failed cycle about a month ago (during which there were a number of administrative errors on Evewell's part that caused significant delays and made things …",Administrative errors on Evewell's part,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,1,"I was quite unhappy when my doctor abruptly departed the clinic in the middle of my treatment. I had only gotten an impersonal email as a form of communication. Following this, I saw multiple doctors, and communication was terrible. They had to repeat blood tests, which was incredibly costly. After",I had only gotten an impersonal email,treatment_coordination,complaint_handling,treatment,human_assisted,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,1,"Was a lot more expensive than quoted as there were expensive add-ons that we were not told about  (ie: 2 minute scans at £200 a time, medication at £500 at time!). After 2 failed attempts our money run out and we never heard a thing from them - not even a courtesy call. I guess it's all about the mo",expensive add-ons that we were not told about,financial_transparency,post_treatment_followup,billing,workflow_solvable,financial_consent_flow,hidden add-ons,4,5
The Evewell - Harley Street,1,Thoroughly unimpressed. No direct communication with my doctor which was so frustrating. My doctor also didn’t do any scans himself so relied on communication which was awful. The timings were missed with my ovulation and I had to cancel my cycle. Don’t bother with the Evewell!! Asked for a refund b,no direct communication with my doctor,treatment_coordination,complaint_handling,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,1,Not happy.  My original doctor is no longer there and now I’m having to pay over £500 to see a random doctor I’ve never even met and repeat all the tests I’ve already had.  I may as well just find another clinic.  There also seems to be no awareness that the cost is a huge hardship for most people.,pay over £500 to see a random doctor,financial_transparency,admin_records,billing,workflow_solvable,financial_consent_flow,hidden add-ons,4,5
The Evewell - Harley Street,1,"We started our initial conversation at the Evewell one year ago. The communication was so bad that we wasted a lot of time on waiting (usually 3-5 weeks for a doctor’s letter after consultation, 4-5 weeks for a blood test result, and months …",4-5 weeks for a blood test result,results_delivery,treatment_coordination,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,2,I decided on the Evewell because I was looking for a clinic that would offer one to one care. As they are one of the most expensive clinics and they promised this I had high hopes. After my first appointment I immediately bounced to another doctor. I ended up seeing several doctors and it was very f,doctors not communicating with each other,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
The Evewell - Harley Street,2,"I was referred by a friend, unfortunately my experience was disappointing I travelled to this clinic, front desk staff were great, I found it to be disorganized they lost my blood work it delayed my procedure didn’t offer compensation or …",lost my blood work,admin_records,complaint_handling,treatment,workflow_solvable,booking_ops_layer,lost records,4,4
The Evewell - Harley Street,3,There is a serious problem with their patient communication. My doctor left mid-treatment and there was no communication to me and this change. I inadvertently find out about the departure while I was sorting out their terrible record …,My doctor left mid-treatment,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Assisted Reproduction & Gynaecology Centre,1,"We had a demanding but overall acceptable experience all the way through egg collection. The problem is after having 10 eggs and 10 embryos fertilized on day 1, there was no check between day 1 and day 5. We were told on day 7 that we had none left. Nobody could explain to us what went wrong - just",there was no check between day 1,treatment_coordination,financial_transparency,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Assisted Reproduction & Gynaecology Centre,1,"Months ago we started treatment here. Told us it will cost around £6000-£8000. At the end we paid £15,000 for nothing. Had a Miscarriage.  Some of the staff really kind. Few of them are so rude. Doctors are very kind and helpful. Everything …","told us £6000-£8000, paid £15,000",financial_transparency,treatment_coordination,treatment,workflow_solvable,financial_consent_flow,cost underestimation,4,5
Assisted Reproduction & Gynaecology Centre,1,I wish they treated people better. They make you feel like cattle. Why not spend some of the bags if money and invest in a computerised system with set appointment times and a decent waiting room so that women at the clinic are treated better.,invest in a computerised system with set appointment times,appointment_management,,booking,workflow_solvable,booking_ops_layer,lack of computerized system,4,4
Assisted Reproduction & Gynaecology Centre,1,"I would give them zero stars if that is possible! Total waste of time, do not listen to patient concerns, don’t listen to clients needs I don’t think they care much either! One nurse or staff member said one …",do not listen to patient concerns,complaint_handling,treatment_coordination,complaint,human_assisted,complaint_triage_monitor,no listening protocol,4,5
Assisted Reproduction & Gynaecology Centre,1,"Very rushed, stressful, impersonal and too expensive.  After spending 12k I did not even have any eggs left over to freeze!!.  -ve result. When i approached the team seeking counselling as i was upset all they did was try to sell me further sessions!!!!! I left deeply upset. V bad experience.",try to sell me further sessions,post_treatment_followup,financial_transparency,post_treatment,human_assisted,patient_pathway_coordinator,upselling over care,4,5
Assisted Reproduction & Gynaecology Centre,1,I had very bad experience with them. One if the consultants didn’t write the consultation outcome correctly which resulted in incorrect timing of meds. Unfortunately this place is not for me,incorrect timing of meds,treatment_coordination,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,record inaccuracy,4,5
Assisted Reproduction & Gynaecology Centre,2,"I am still waiting for my treatment and might change my feedback later, but I have to tell that if a donor is required, you need to deal with “the lab”, which seems like a separate set up with little communication with nurses and doctors. They answer emails one a week, don’t communicate well about w",They answer emails one a week,treatment_coordination,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Assisted Reproduction & Gynaecology Centre,2,"Terrible experience, despite high cost the clinic is extremely disorganised (my file couldn’t be found several times they had booked me in), terrible communication (nurses on the same day providing different information), lack of clarity on the full process and costs. There were consistent delays an",my file couldn’t be found several times,admin_records,financial_transparency,booking,workflow_solvable,booking_ops_layer,no ownership,4,4
Assisted Reproduction & Gynaecology Centre,2,I did not realize how expensive IVF here would be. I thought the £3300 IVF fee (which on my bill they insisted is £3380) would be the most expensive part but it’s the opposite! Before you even undergo any treatment you have to do …,I thought the £3300 IVF fee,financial_transparency,,billing,workflow_solvable,financial_consent_flow,hidden add-ons,4,4
Create Fertility - St. Paul's,1,"Trying to build a family through fertility treatment is already exhausting and heartbreaking. What we didn’t expect was to also have to manage a clinic.  Our experience at Create Fertility (St Paul’s, London) has been marked by poor communication and a lack of coordination. The clinic’s “patient coo",no clear ownership of next steps,treatment_coordination,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,4,4
Create Fertility - St. Paul's,1,"I have been a patient at Create Fertility since September 2024, and I am now in the process of moving my embryos to another clinic. I feel it’s important to share my experience so that others are fully informed of the poor communication and …",poor communication and …,inbound_access,,enquiry,workflow_solvable,inbound_manager,no response SLA,4,4
Create Fertility - St. Paul's,1,"It took me a year to recover from the way I was treated in this clinic because of my age and the results. I had a good promising first consultation. However,I am aware and informed that the fertility tests good results can be good but does not mean 100% success.i had 10 eggs retrieved and 7 of good",received an email that disappeared,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Create Fertility - St. Paul's,1,"I was consulted at this clinic five months ago, checked my AMH and scan.In just a few days my results were very different from those from the last clinic. I think this is very abnormal, At my urging, they offered me a free test a month …",results were very different,results_delivery,treatment_coordination,consultation,workflow_solvable,patient_pathway_coordinator,inconsistent results,4,4
Create Fertility - St. Paul's,1,The level of patient care is absolutely appalling.  I’m shocked that a clinic is allowed to treat patients this way.  It’s impossible to get through on the phone and when you do you get through to a receptionist who tells you your patient …,impossible to get through,inbound_access,complaint_handling,enquiry,bot_solvable,inbound_manager,no response SLA,4,4
Create Fertility - St. Paul's,1,"They are extremely unprofessional, unresponsive, and constantly hit you up for more ££. I did not speak to the same consultant twice during 3mo of egg freezing ""treatment,"" they would tell me one thing in the office, then an admin would …",not speak to the same consultant,treatment_coordination,financial_transparency,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,4,4
Create Fertility - St. Paul's,1,"I started my IVF journey with Create during Covid and at first, they seemed to be very informative and have time for my questions. But after the egg retrieval was done, I couldn’t get hold of my patient coordinator. …",couldn’t get hold of my patient coordinator,treatment_coordination,inbound_access,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,4,4
Create Fertility - St. Paul's,1,"I had an extremely bad experience with this clinic, at first it was just poor customer service. However, it soon escalated to doctors coming to appointments having not read their notes and needing reminding about the treatment I was having. …",doctors coming to appointments,treatment_coordination,admin_records,consultation,workflow_solvable,patient_pathway_coordinator,no preparation,4,4
Create Fertility - St. Paul's,1,"Awful, never again, if you use the clinic in Manchester good luck, the consultant turned up late to both consultations, no one even bothered to contact us of delays, and once things were moving forward we were promised to timelines that …",no one even bothered to contact us of delays,treatment_coordination,complaint_handling,treatment,human_assisted,patient_pathway_coordinator,no proactive update,4,4
Create Fertility - St. Paul's,1,Very frustrating as we were treated as customers not patients a lot of hidden fee and a lot of medication sent before starting the treatment while there wasn’t even need to use as they told me after initial scans the medication is not …,a lot of hidden fee,financial_transparency,treatment_coordination,treatment,workflow_solvable,financial_consent_flow,hidden fees,4,5
Create Fertility - St. Paul's,1,"Avoid avoid avoid! Since going to another clinic it's made me realise just how bad Create were. Felt very much like just another number to them. Different doctors all the time, always running late. phone lines constantly busy. Very little support and understanding given. Miss-leading prices. IVF and",phone lines constantly busy,appointment_management,financial_transparency,booking,workflow_solvable,booking_ops_layer,no response SLA,4,5
Create Fertility - St. Paul's,1,Had some blood tests here recently. The actual test was not a pleasant experience. They have a corridor queuing system which was a bit like a factory. It wasn't explained to me so a couple of people got ahead of me. It felt so impersonal and took a lot longer than I expected as I was originally give,I have chased for the results now 5 times,results_delivery,inbound_access,post_treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Create Fertility - St. Paul's,1,The poor costumer service and communication between the different  departments is shocking and made us feel like another number in the big money business that the IVF world is. From day 1 when I went for my 1st Ultrasound they didn't even …,poor costumer service and communication,inbound_access,complaint_handling,enquiry,bot_solvable,inbound_manager,no response SLA,4,4
Create Fertility - St. Paul's,1,"I had a very bad experience with Create, I cancelled my 3 cycle treatment due to to mismanagement, carelessness from the consultant. They wanted to make money without giving true insights about your situation. After cancellation I haven't received my refund yet. Its been months, number of emails but",no update on refund,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,no refund process,4,5
Create Fertility - St. Paul's,1,"I experienced a very bad thing in this hospital. The hospital management was very chaotic. During the process of IVF treatment, no one answered the phone calls to the hospital, and I couldn't find any doctor in charge of you. It was very frustrating and frustrating. 100% not recommended, please don'",no one answered phone calls,inbound_access,treatment_coordination,treatment,workflow_solvable,inbound_manager,no response SLA,4,5
Create Fertility - St. Paul's,1,"I was so excited about this clinic, but after 3 rounds I realised they don’t care about patients. They provide no direction, they have no point of view... All they care about is getting money from there patients and not providing guidance. I am going in for my last FET with such a bad feeling unfort",no direction,treatment_coordination,financial_transparency,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,5
Create Fertility - St. Paul's,1,I have upload my experience which they have removed it and they requested more information regarding i have all recipes and call history which they don’t respond when they said pls ring me regarding your experience and when i call to talk receptionist put me hold for 15 minutes after disconnected my,disconnected my call,complaint_handling,inbound_access,complaint,workflow_solvable,complaint_triage_monitor,no response SLA,4,5
Create Fertility - St. Paul's,1,I’ve had the worst experience ever at this clinic - I’ve wasted a year of my life here. I’d encourage you to go elsewhere. Firstly if you’re hoping to use the clinic in Hertfordshire they are shut for most of the week so you’ll mainly be in London. Then all your appointments will get messed up and y,your patient coordinator won’t email you back,appointment_management,inbound_access,booking,workflow_solvable,booking_ops_layer,no response from coordinator,4,5
Create Fertility - St. Paul's,1,"If you have a lot of money, you can give it to this hospital. Before treatment, everything seems fine, but after you pay, you can’t find anyone responsible. It’s a terrible IVF clinic. I would absolutely not recommend it.","after you pay, you can’t find anyone responsible",complaint_handling,inbound_access,complaint,workflow_solvable,complaint_triage_monitor,no ownership of complaints,4,5
Create Fertility - St. Paul's,1,"Terrible communication thoughout our entire IVF journey. Still chasing SAR request after 33 days of consent submission, told every time I call that someone will call back but never does.  This was our first IVF process and feel totally let …",Still chasing SAR request after 33 days,admin_records,complaint_handling,complaint,workflow_solvable,complaint_triage_monitor,no response to SAR request,4,4
Create Fertility - St. Paul's,2,"For a clinic that supposedly specialises in the over 40s, it is beyond poor that they do not do more to encourage uptake of PGTA. This is one of our regrets after two wasted years of transfers via this clinic. Initially if you have relatively few embryos it is tempting to bypass it, but this is a fa",never had any advice from them on that point,treatment_coordination,pre_visit_information,treatment,workflow_solvable,patient_pathway_coordinator,lack of proactive advice,4,4
Create Fertility - St. Paul's,2,The reason why I am leaving two starts (rather than one) is because the doctors and nurses were actually very good. Apart from that our experience with create was very bad. We were seen by different people each time and it felt like no one …,We were seen by different people each time,treatment_coordination,complaint_handling,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,4,4
Create Fertility - St. Paul's,2,"Admin and support were painful at every step of our unsuccessful journey. When requesting refunds around unsuccesful cycles they took MONTHS (in fact I am still awaiting refund a month after notifying them that I was ended the process, and …",still awaiting refund a month after,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,no ownership,4,5
Create Fertility - St. Paul's,2,"I'd like to express that I feel disappointed finding out about the procedure Create takes when deciding/offering to freeze an embryo on day 3. When we received the call to ask as if we would like to freeze that embryo, we were told that it was a good quality. Later one, we found out that this embryo",disappointed finding out about the procedure,treatment_coordination,financial_transparency,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
Create Fertility - St. Paul's,2,After one round of fertility with Create I have already decided they are not the clinic I wish to continue with.  I agree with a previous comment there is no personal touch to the service you are just a commodity and it is not tailored to the individuals needs there is not enough transparency with c,not enough transparency with costs,financial_transparency,treatment_coordination,pre_visit,workflow_solvable,financial_consent_flow,no proactive update,4,5
Avenues,1,Very disappointed in the communication and level of service provided.  I had read and heard good reviews from the clinic and wanted to start my fertility jouney with Avenues. The first appointment with Dr Vivienne Hall was good and I felt very hopeful.  Following this appointment it then took nearly,took nearly two months for a follow up call,results_delivery,appointment_management,post_treatment,workflow_solvable,patient_pathway_coordinator,no response SLA,4,4
Avenues,2,"The actual clinic and the staff were amazing, I have nothing but praise for them and would happily give a 5 star. It is a shame i cannot separate my review for the consultant and the clinic.  We had one round of IVF and for a forward thinking clinic that uses AI  and an app, they need to ensure thei",consultants use the app for all medication updates,treatment_coordination,appointment_management,treatment,workflow_solvable,patient_pathway_coordinator,no medication updates,4,4
Avenues,2,"I don’t know why fertility clinics hide costs in their policies. This is unfair and it’s already a difficult journey for us. On the day I arrived with my husband, I was rushed into the consultation room. They didn’t explicitly mention that …",fertility clinics hide costs in their policies,financial_transparency,pre_visit_information,pre_visit,workflow_solvable,financial_consent_flow,hidden costs,4,4
"The Birth Company London, HCA",1,"Really disappointing experience at The Harley street clinic, where I felt totally misled. Booked in for a follicle scan which is advertised online as being able to track …",felt totally misled,pre_visit_information,,pre_visit,workflow_solvable,booking_ops_layer,misleading advertising,4,4
"The Birth Company London, HCA",1,I booked an ultrasound test and rang before the day to ask a few questions. The receptionist immediately asked me why I was coming without being referred by a GP and pressured me to cancel my appointment! Not happy about this as already worried about the scan and then to be spoken to in such a way w,The receptionist immediately asked me why I was coming.,inbound_access,appointment_management,enquiry,workflow_solvable,inbound_manager,no response SLA,4,4
"The Birth Company London, HCA",1,Avoid ! I shall be raising a formal complaint .,I shall be raising a formal complaint,complaint_handling,,complaint,workflow_solvable,complaint_triage_monitor,lack of complaint process,4,4
"The Birth Company London, HCA",1,ABSOLUTELY USELESS!!! They consistently make mistakes with their booking system. So you will turn up on time and there wont be anyone available to do your test. The staff are a disaster and totally unprofessional - Never coming back again,They consistently make mistakes with their booking system.,appointment_management,admin_records,booking,workflow_solvable,booking_ops_layer,no ownership,4,5
London Gynaecology - Moorgate,1,"I have previously attended London Gynaecology and received good service, which makes this experience particularly disappointing. During a recent emergency, the standard of care was extremely poor.  The ultrasound machine was not working initially, which I was patient and understanding about. However",It took several days to receive them and only after chasing multiple times.,results_delivery,admin_records,treatment,workflow_solvable,patient_pathway_coordinator,no proactive update,4,4
London Gynaecology - Moorgate,1,Why are you declining my numerous calls to ask for an update on this charge??? Receptionists charged my insurance for a HPV vaccine package consisting 3 doses. I signed the document at the beginning of my appointment highlighting my insurance coverage. They asked me to pay (210 additional pounds) st,declining my numerous calls,financial_transparency,complaint_handling,billing,workflow_solvable,financial_consent_flow,insurance coverage confusion,4,5
The Fertility Academy,1,"Really disappointing & distressing experience with Dr. Gorgys clinic- both the service & staff, from start to finish. I travelled from another country to attend an appointment last August 2022. They missed some of the bloods on the day - which can happen but then zero help or support to sort the iss",missed some of the bloods on the day,treatment_coordination,complaint_handling,treatment,workflow_solvable,patient_pathway_coordinator,no ownership,4,4
The Fertility Academy,1,We were supposed to have a first consultation with them. We arrived and was left to wait in the communal hallway for over 20mins even though we repeatedly knocked and could see two staff on the other side of the door. When they eventually let us in the man was unapologetic and nonchalantly pointed t,left to wait in the communal hallway,inbound_access,not_automatable,booking,workflow_solvable,inbound_manager,no response SLA,4,4
The Fertility Academy,1,"I have had two treatments of IUI with Dr. Gorgy after someone I knew had a number of treatments with him. Unfortunately, we don't exactly share the same experience and I can relate to the other reviews that the whole experience is very money driven.  Dr. Gorgy takes very little into account your pas",Dr. Gorgy takes very little into account your past history,treatment_coordination,financial_transparency,treatment,human_assisted,patient_pathway_coordinator,no proactive update,4,4
The Fertility Academy,2,Very money orientated and doctor constantly late. Doctor not showing up at time of egg collection with 2 patients in front of me... Never had a scan before going into theatre to check if follicles were still there. Was told my eggs did not fertilize. This is the only clinic where my eggs did not fer,Never had a scan before going into theatre,treatment_coordination,financial_transparency,treatment,human_assisted,patient_pathway_coordinator,no proactive update,4,4
Harley Street Gynaecology,1,"Really bad experience at this clinic. I was double charged for my blood tests at the fault of a new member of staff and despite chasing for several weeks, have still not received my refund and have been fobbed off by several different members of staff  In addition, my overpriced follow up phone call",I was double charged for my blood tests,financial_transparency,admin_records,billing,workflow_solvable,financial_consent_flow,no ownership,4,4
Harley Street Gynaecology,1,"After reading some great reviews I’m sorry to say that I had a rather poor experience with Dr Khan and Harley Street Gynaecology.  I felt that in my first consultation he was ok, quite blunt, but ok. It became quite clear that in the second consultation he hadn’t all of read my test results and was",he hadn’t all of read my test results,treatment_coordination,admin_records,consultation,human_assisted,patient_pathway_coordinator,no proactive update,4,4
